iisID,age,education,job,gender,region,ethnicity,tk2017,tk2021
112003011696,28,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,SP
112003013016,34,MBO 2-4,Full-time employed,Female,West of the country,Second generation Western immigrant,PVV,PVV
112003014471,20,Bachelor,Part-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,CDA,NA
112003015272,34,MBO 2-4,Part-time employed,Female,North  of the country,Dutch origin,SP,Other
112003016000,34,Master,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112003016900,18,Bachelor,Student or full-time education,Male,West of the country,Second generation non-Western immigrant,New,PvdD
112003017683,22,Master,Student or full-time education,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,D66
112003019221,26,MBO 2-4,Full-time employed,Male,West of the country,Dutch origin,FvD,NA
112003020579,26,Bachelor,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,D66
112003021461,27,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,PVV
112003024537,23,MBO 2-4,Student or full-time education,Male,East  of the country,Dutch origin,Not,Other
112003024955,28,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,Not,NA
112003025274,29,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,VVD,NA
112003025374,22,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,D66,NA
112003029905,50,MBO 2-4,Full-time employed,Female,North  of the country,Dutch origin,PVV,PVV
112003030317,44,MBO 2-4,Unemployed and searching for a job,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,NA
112003030562,50,MBO 2-4,Part-time employed,Female,West of the country,Dutch origin,GL,GL
112003031736,27,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,PvdA,Other
112003032437,21,Bachelor,Student or full-time education,Female,East  of the country,Second generation non-Western immigrant,NA,NA
112003033538,24,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,CDA,NA
112003033910,21,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,PvdA,GL
112003034802,21,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,New,D66
112003037469,50,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,PVV,PVV
112003037950,30,Bachelor,Part-time employed,Male,West of the country,Dutch origin,GL,GL
112003038724,33,Bachelor,Full-time employed,Male,West of the country,Dutch origin,VVD,CDA
112003039598,30,Master,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
112003039616,69,Bachelor,Retired,Female,West of the country,Dutch origin,D66,D66
112003042939,68,Bachelor,Retired,Male,West of the country,Dutch origin,GL,NA
112003043958,35,Master,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,FvD,NA
112003044213,31,VMBO-T,Part-time employed,Female,North  of the country,Dutch origin,PVV,FvD
112003044695,32,Bachelor,Full-time employed,Female,West of the country,Dutch origin,VVD,NA
112003045178,18,HAVO/VWO,Part-time employed,Male,East  of the country,Dutch origin,VVD,NA
112003049218,40,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,GL,GL
112003049772,20,Bachelor,Student or full-time education,Male,East  of the country,Dutch origin,PVV,JA21
112003051449,61,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,GL,GL
112003052113,26,MBO 2-4,Full-time employed,Female,East  of the country,Dutch origin,CDA,NA
112003053378,19,Bachelor,Student or full-time education,Male,East  of the country,Dutch origin,GL,GL
112003053669,19,Bachelor,Student or full-time education,Male,South  of the country,Dutch origin,New,D66
112003054842,21,MBO 2-4,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,PVV
112003055134,19,HAVO/VWO,Part-time employed,Male,West of the country,Dutch origin,New,GL
112003059510,58,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation Western immigrant,FvD,NA
112003060540,23,Master,Student or full-time education,Male,West of the country,Dutch origin,D66,NA
112003061296,56,"VMBO, MBO 1",Full-time employed,Male,South  of the country,Dutch origin,NA,50+
112003061541,24,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation non-Western immigrant,GL,FvD
112003062124,52,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,NA
112003062242,72,MBO 2-4,Retired,Female,West of the country,Dutch origin,FvD,NA
112003063016,45,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,CDA,CDA
112003068702,24,Master,Student or full-time education,Male,East  of the country,Second generation non-Western immigrant,VVD,VVD
112003074282,21,HAVO/VWO,Student or full-time education,Male,West of the country,Dutch origin,Not,PVV
112003076320,50,HAVO/VWO,Entrepreneur,Male,South  of the country,Dutch origin,VVD,NA
112003077130,18,VMBO-T,Part-time employed,Female,West of the country,Dutch origin,New,PVV
112003078931,22,Bachelor,Student or full-time education,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation non-Western immigrant,D66,D66
112003079141,66,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,PVV,FvD
112003080717,50,VMBO-T,Student or full-time education,Female,West of the country,Second generation non-Western immigrant,GL,Bij1
112003082446,56,VMBO-T,Full-time employed,Female,West of the country,Dutch origin,VVD,CDA
112003085194,69,Bachelor,Retired,Female,North  of the country,Second generation Western immigrant,ChristenUnie,D66
112003086977,24,Master,Student or full-time education,Male,South  of the country,Dutch origin,D66,NA
112003087378,77,HAVO/VWO,Retired,Female,West of the country,Dutch origin,VVD,NA
112003089116,48,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,SP,SP
112003089334,36,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,PVV,PVV
112003090400,63,"VMBO, MBO 1",Retired,Female,West of the country,Dutch origin,SP,NA
112003090446,50,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,North  of the country,Dutch origin,SP,SP
112003094340,32,Bachelor,Part-time employed,Male,West of the country,Dutch origin,ChristenUnie,NA
112003094404,35,VMBO-T,Full-time employed,Female,South  of the country,Dutch origin,PVV,PVV
112003094522,23,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,D66,VOLT
112003095750,22,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,East  of the country,First generation non-Western immigrant,GL,GL
112003096824,31,Master,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
112003097043,61,NA,Unemployed and not searching for a job or incapacitated,Female,North  of the country,Dutch origin,ChristenUnie,NA
112003097243,63,"VMBO, MBO 1",Retired,Male,West of the country,Dutch origin,GL,NA
112003101488,44,MBO 2-4,Unemployed and searching for a job,Male,South  of the country,Dutch origin,Not,50+
112003103517,30,Master,Full-time employed,Female,West of the country,Dutch origin,PVV,VOLT
112003104181,80,HAVO/VWO,Retired,Female,East  of the country,Dutch origin,VVD,NA
112003104218,62,MBO 2-4,Unemployed and searching for a job,Male,West of the country,Dutch origin,SP,NA
112003105037,36,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,NA
112003105700,51,MBO 2-4,Entrepreneur,Female,East  of the country,Dutch origin,Not,NA
112003106774,21,Bachelor,Student or full-time education,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,D66
112003107857,45,Bachelor,Full-time employed,Male,North  of the country,Dutch origin,NA,NA
112003108867,19,Bachelor,Student or full-time education,Female,East  of the country,First generation non-Western immigrant,New,NA
112003108876,33,Bachelor,Part-time employed,Male,West of the country,Dutch origin,D66,D66
112003110107,29,Bachelor,Part-time employed,Male,West of the country,Dutch origin,GL,GL
112003110970,58,"VMBO, MBO 1",Housewife/Househusband or else,Male,West of the country,First generation non-Western immigrant,New,NA
112003111117,30,Elementary,Unemployed and searching for a job,Female,North  of the country,Dutch origin,D66,SP
112003114847,61,Bachelor,Part-time employed,Female,South  of the country,Dutch origin,PvdA,PvdD
112003114874,51,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,GL,D66
112003115266,76,"VMBO, MBO 1",Retired,Female,North  of the country,First generation Western immigrant,PVV,JA21
112003118169,42,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,FvD,FvD
112003119860,63,"VMBO, MBO 1",Retired,Male,West of the country,Dutch origin,SP,D66
112003121764,32,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
112003122074,28,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,NA
112003123375,70,Master,Retired,Female,West of the country,Dutch origin,VVD,VVD
112003124403,34,HAVO/VWO,Full-time employed,Female,South  of the country,Dutch origin,VVD,NA
112003125822,28,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,ChristenUnie,NA
112003126332,30,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,VVD,SP
112003127360,23,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,CDA,NA
112003128425,37,MBO 2-4,Part-time employed,Female,West of the country,Second generation Western immigrant,Not,D66
112003129426,24,HAVO/VWO,Part-time employed,Male,West of the country,Dutch origin,SP,PvdD
112003129871,33,Bachelor,Full-time employed,Female,West of the country,Second generation non-Western immigrant,VVD,D66
112003129917,25,Master,Student or full-time education,Female,East  of the country,Dutch origin,PvdD,NA
112003130010,36,HAVO/VWO,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112003131466,55,Bachelor,Part-time employed,Male,West of the country,Dutch origin,VVD,VVD
112003134332,30,HAVO/VWO,Full-time employed,Female,East  of the country,Second generation non-Western immigrant,PVV,VVD
112003134723,66,MBO 2-4,Retired,Male,East  of the country,Dutch origin,NA,NA
112003135406,52,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,CDA,NA
112003137335,31,MBO 2-4,Part-time employed,Male,East  of the country,Second generation non-Western immigrant,PvdA,VVD
112003137917,50,MBO 2-4,Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,GL
112003138072,50,MBO 2-4,Unemployed and searching for a job,Female,East  of the country,Dutch origin,NA,PVV
112003141404,53,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,Not,PVV
112003143915,21,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,GL,GL
112003143951,22,Bachelor,Student or full-time education,Female,West of the country,Dutch origin,ChristenUnie,ChristenUnie
112003144316,26,MBO 2-4,Student or full-time education,Male,East  of the country,Second generation non-Western immigrant,PvdA,D66
112003144752,30,Master,Full-time employed,Female,East  of the country,Dutch origin,VVD,NA
112003144870,27,Master,Full-time employed,Female,West of the country,Dutch origin,Denk,D66
112003145317,30,Bachelor,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112003145726,44,"VMBO, MBO 1",Part-time employed,Female,West of the country,Dutch origin,Not,Other
112003150387,20,VMBO-T,Student or full-time education,Female,West of the country,Dutch origin,New,Other
112003151215,34,VMBO-T,Full-time employed,Female,North  of the country,Dutch origin,FvD,NA
112003151388,24,MBO 2-4,Student or full-time education,Female,West of the country,Dutch origin,GL,NA
112003154509,54,Bachelor,Full-time employed,Female,West of the country,Dutch origin,50+,NA
112003154581,18,Bachelor,Student or full-time education,Male,East  of the country,Dutch origin,New,GL
112003154681,28,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,PVV,PVV
112003155319,25,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,FvD
112003157148,55,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,South  of the country,Dutch origin,PVV,NA
112003157402,73,MBO 2-4,Retired,Female,West of the country,Dutch origin,VVD,VVD
112003159686,37,MBO 2-4,Full-time employed,Female,West of the country,Second generation non-Western immigrant,SP,NA
112003162272,30,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,VVD,NA
112003163882,18,HAVO/VWO,Student or full-time education,Male,East  of the country,Dutch origin,Not,NA
112003165384,37,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,ChristenUnie,ChristenUnie
112003165411,35,Master,Full-time employed,Male,West of the country,First generation non-Western immigrant,D66,D66
112003166403,59,VMBO-T,Housewife/Househusband or else,Male,North  of the country,Dutch origin,NA,SP
112003166530,51,Bachelor,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,NA,NA
112003168732,22,HAVO/VWO,Student or full-time education,Male,West of the country,Dutch origin,PVV,PVV
112003170390,64,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,SP,SP
112003172683,33,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,PVV,NA
112003172756,52,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,NA
112003174012,34,Bachelor,Student or full-time education,Female,West of the country,Dutch origin,SP,SP
112003175113,52,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Dutch origin,Not,NA
112003175304,53,MBO 2-4,Full-time employed,Female,East  of the country,Dutch origin,ChristenUnie,FvD
112003176450,21,Bachelor,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,New,VVD
112003176687,50,Bachelor,Full-time employed,Female,North  of the country,Dutch origin,VVD,NA
112003176978,27,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,FvD,FvD
112003177797,71,Bachelor,Retired,Female,East  of the country,Second generation Western immigrant,CDA,ChristenUnie
112003178425,23,Bachelor,Student or full-time education,Female,South  of the country,Dutch origin,VVD,NA
112003179308,34,Master,Full-time employed,Female,West of the country,Dutch origin,FvD,50+
112003181011,37,Master,Full-time employed,Female,West of the country,Second generation non-Western immigrant,50+,VVD
112003182249,24,Bachelor,Student or full-time education,Male,East  of the country,Dutch origin,NA,NA
112003184541,34,Master,Full-time employed,Female,West of the country,First generation non-Western immigrant,VVD,D66
112003184578,30,Bachelor,Entrepreneur,Female,East  of the country,Dutch origin,PvdD,JA21
112003185051,26,HAVO/VWO,Student or full-time education,Female,West of the country,Dutch origin,PVV,Other
112003185351,33,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,VVD,NA
112003186825,69,MBO 2-4,Retired,Male,East  of the country,Dutch origin,FvD,PVV
112003187053,45,MBO 2-4,Housewife/Househusband or else,Male,East  of the country,Dutch origin,PVV,PVV
112003188190,66,MBO 2-4,Retired,Male,East  of the country,Dutch origin,SP,NA
112003188981,41,Master,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
112003191113,41,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,VVD,NA
112003198056,24,MBO 2-4,Part-time employed,Male,South  of the country,NA,D66,NA
112003198329,65,"VMBO, MBO 1",Housewife/Househusband or else,Male,West of the country,Second generation Western immigrant,50+,NA
112003199339,51,MBO 2-4,Full-time employed,Male,South  of the country,Dutch origin,CDA,D66
112003199539,32,Bachelor,Part-time employed,Male,East  of the country,Dutch origin,D66,PVV
112003199557,48,MBO 2-4,Unemployed and searching for a job,Female,West of the country,Dutch origin,FvD,CDA
112003199657,48,Bachelor,Entrepreneur,Female,South  of the country,Dutch origin,GL,Bij1
112003200517,35,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,SP,NA
112003200935,34,MBO 2-4,Full-time employed,Male,South  of the country,Second generation Western immigrant,Not,NA
112003202619,26,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,D66,NA
112003202946,49,VMBO-T,Part-time employed,Male,West of the country,Dutch origin,VVD,VVD
112003203992,53,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,ChristenUnie,NA
112003204011,72,"VMBO, MBO 1",Retired,Male,East  of the country,Dutch origin,PVV,NA
112003204566,34,MBO 2-4,Part-time employed,Female,North  of the country,First generation non-Western immigrant,VVD,ChristenUnie
112003204593,21,VMBO-T,Student or full-time education,Female,East  of the country,Dutch origin,PvdA,NA
112003204602,30,"VMBO, MBO 1",Full-time employed,Male,West of the country,Dutch origin,Other,Denk
112003204748,51,Bachelor,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,SP
112003204802,60,MBO 2-4,Full-time employed,Male,South  of the country,Dutch origin,PvdD,SP
112003206840,45,VMBO-T,Full-time employed,Male,East  of the country,Dutch origin,VVD,VVD
112003207169,64,HAVO/VWO,Full-time employed,Female,West of the country,Dutch origin,50+,VVD
112003208960,46,Bachelor,Unemployed and searching for a job,Male,South  of the country,Dutch origin,PvdA,NA
112003209198,66,MBO 2-4,Retired,Male,West of the country,Dutch origin,D66,D66
112003209543,35,Master,Part-time employed,Female,North  of the country,Dutch origin,VVD,VOLT
112003209716,39,MBO 2-4,Unemployed and searching for a job,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation non-Western immigrant,VVD,D66
112003210519,24,Master,Student or full-time education,Male,North  of the country,Dutch origin,SP,GL
112003210955,47,Master,Part-time employed,Male,South  of the country,Dutch origin,VVD,D66
112003211765,30,Bachelor,Unemployed and searching for a job,Female,West of the country,Dutch origin,GL,NA
112003214677,66,VMBO-T,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,CDA
112003214959,60,VMBO-T,Housewife/Househusband or else,Male,East  of the country,Dutch origin,PVV,FvD
112003215141,40,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,VVD,VVD
112003217516,21,Master,Student or full-time education,Female,East  of the country,Second generation non-Western immigrant,NA,ChristenUnie
112003217589,74,VMBO-T,Retired,Male,East  of the country,Dutch origin,SP,NA
112003219072,43,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,CDA,CDA
112003219081,24,MBO 2-4,Full-time employed,Male,North  of the country,Second generation Western immigrant,GL,NA
112003219627,32,Bachelor,Housewife/Househusband or else,Male,West of the country,Dutch origin,PvdD,PvdD
112003219963,20,MBO 2-4,Housewife/Househusband or else,Female,West of the country,First generation non-Western immigrant,SP,NA
112003220666,24,Bachelor,Student or full-time education,Female,North  of the country,Dutch origin,CDA,CDA
112003222504,38,Master,Entrepreneur,Female,South  of the country,Second generation non-Western immigrant,Not,Not
112003223369,26,Master,Full-time employed,Male,West of the country,Dutch origin,D66,NA
112003224297,65,Bachelor,Retired,Male,East  of the country,First generation non-Western immigrant,D66,SP
112003224324,32,Bachelor,Full-time employed,Female,West of the country,Dutch origin,ChristenUnie,ChristenUnie
112003224379,39,Master,Full-time employed,Female,West of the country,Dutch origin,D66,D66
112003225207,61,HAVO/VWO,Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,GL
112003225270,61,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,PvdA,PvdA
112003226235,33,Bachelor,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112003226262,18,Bachelor,Student or full-time education,Male,West of the country,Second generation non-Western immigrant,New,GL
112003226417,51,HAVO/VWO,Part-time employed,Male,West of the country,Dutch origin,CDA,CDA
112003226780,53,"VMBO, MBO 1",Unemployed and searching for a job,Male,South  of the country,Dutch origin,PVV,PVV
112003226844,63,VMBO-T,Retired,Male,East  of the country,Dutch origin,NA,NA
112003227236,18,VMBO-T,Student or full-time education,Female,West of the country,Dutch origin,New,NA
112003227363,31,Master,Full-time employed,Female,East  of the country,Dutch origin,Not,VVD
112003227809,54,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Second generation Western immigrant,PvdA,D66
112003229447,23,MBO 2-4,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation non-Western immigrant,Not,NA
112003229729,55,"VMBO, MBO 1",Unemployed and searching for a job,Female,West of the country,Dutch origin,ChristenUnie,ChristenUnie
112003229801,67,MBO 2-4,Retired,Female,East  of the country,Dutch origin,VVD,VVD
112003229965,37,MBO 2-4,Full-time employed,Female,East  of the country,Dutch origin,VVD,PvdD
112003230113,40,Bachelor,Part-time employed,Male,South  of the country,Dutch origin,CDA,D66
112003231496,47,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,Not,NA
112003231978,52,MBO 2-4,Unemployed and searching for a job,Female,South  of the country,Dutch origin,Not,D66
112003233543,73,"VMBO, MBO 1",Part-time employed,Female,South  of the country,Dutch origin,SGP,NA
112003234008,34,Master,Full-time employed,Female,North  of the country,Dutch origin,D66,PvdA
112003234917,21,Bachelor,Student or full-time education,Female,East  of the country,Dutch origin,New,NA
112003235345,75,HAVO/VWO,Retired,Female,West of the country,Dutch origin,PVV,NA
112003237247,61,MBO 2-4,Full-time employed,Female,North  of the country,Dutch origin,VVD,NA
112003237410,33,Master,Full-time employed,Female,West of the country,Dutch origin,VVD,NA
112003239285,27,Master,Part-time employed,Male,North  of the country,Dutch origin,GL,GL
112003241143,35,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,Denk
112003241907,62,HAVO/VWO,Part-time employed,Male,South  of the country,Dutch origin,CDA,CDA
112003243109,25,Bachelor,Full-time employed,Male,West of the country,Dutch origin,PvdA,PvdA
112003245774,60,VMBO-T,Retired,Female,East  of the country,Dutch origin,VVD,VVD
112003249132,29,Bachelor,Full-time employed,Female,West of the country,Dutch origin,GL,GL
112003250208,54,MBO 2-4,Unemployed and searching for a job,Female,West of the country,Dutch origin,Not,PVV
112003252028,22,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,PVV,NA
112003252128,30,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,CDA,VVD
112003252728,35,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Dutch origin,PVV,NA
112003253783,73,MBO 2-4,Retired,Male,East  of the country,Dutch origin,VVD,NA
112003253883,24,MBO 2-4,Full-time employed,Male,North  of the country,Dutch origin,NA,PVV
112003254593,21,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,SP,NA
112003254993,23,Bachelor,Housewife/Househusband or else,Female,South  of the country,Dutch origin,50+,NA
112003255658,18,MBO 2-4,Student or full-time education,Male,East  of the country,Dutch origin,New,ChristenUnie
112003256513,18,VMBO-T,Student or full-time education,Male,South  of the country,Dutch origin,New,D66
112003256877,41,Bachelor,Full-time employed,Male,West of the country,Dutch origin,SGP,FvD
112003257287,18,MBO 2-4,Student or full-time education,Female,West of the country,Dutch origin,New,NA
112003257869,30,"VMBO, MBO 1",Housewife/Househusband or else,Female,West of the country,Dutch origin,PvdD,PvdD
112003258233,33,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,50+,BBB
112003259016,59,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,East  of the country,Dutch origin,SP,ChristenUnie
112003260037,29,Master,Part-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation non-Western immigrant,D66,D66
112003260982,31,MBO 2-4,Entrepreneur,Male,West of the country,Dutch origin,PvdD,NA
112003261874,32,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,ChristenUnie,ChristenUnie
112003263312,38,VMBO-T,Housewife/Househusband or else,Male,South  of the country,Dutch origin,PVV,NA
112003263721,48,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,VVD,Other
112003264659,33,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,Not,NA
112003265132,44,MBO 2-4,Full-time employed,Male,South  of the country,Dutch origin,PVV,NA
112003265387,37,Elementary,Unemployed and searching for a job,Female,South  of the country,Second generation non-Western immigrant,Not,NA
112003265932,60,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation Western immigrant,50+,NA
112003266015,56,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,GL,SP
112003266151,49,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,VVD
112003267552,31,MBO 2-4,Unemployed and searching for a job,Female,South  of the country,Dutch origin,VVD,NA
112003267598,54,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,FvD,PVV
112003268326,24,VMBO-T,Housewife/Househusband or else,Male,East  of the country,Dutch origin,PvdA,Bij1
112003268380,25,Bachelor,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation Western immigrant,New,NA
112003268726,52,Master,Unemployed and searching for a job,Male,East  of the country,First generation Western immigrant,PvdA,D66
112003269436,18,MBO 2-4,Student or full-time education,Male,North  of the country,Dutch origin,New,FvD
112003269563,23,Bachelor,Unemployed and searching for a job,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,NA,NA
112003269727,24,Bachelor,Part-time employed,Male,West of the country,Dutch origin,NA,NA
112003270375,20,Bachelor,Student or full-time education,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation non-Western immigrant,GL,GL
112003270911,52,Bachelor,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation Western immigrant,VVD,VVD
112003271085,26,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SGP,SGP
112003271358,47,MBO 2-4,Housewife/Househusband or else,Male,West of the country,Dutch origin,VVD,NA
112003271685,18,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,New,NA
112003272059,32,Bachelor,Full-time employed,Female,North  of the country,Dutch origin,VVD,VVD
112003274360,57,Bachelor,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation non-Western immigrant,NA,PvdA
112003274697,21,HAVO/VWO,Part-time employed,Female,West of the country,Dutch origin,PvdD,NA
112003275725,18,VMBO-T,Student or full-time education,Male,South  of the country,Dutch origin,New,NA
112003275752,19,HAVO/VWO,Part-time employed,Male,South  of the country,Dutch origin,PVV,NA
112003275907,19,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,New,NA
112003277327,26,MBO 2-4,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,CDA,NA
112003277736,31,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,PVV,FvD
112003277836,20,"VMBO, MBO 1",Student or full-time education,Female,South  of the country,Dutch origin,VVD,VVD
112003279101,20,MBO 2-4,Full-time employed,Female,East  of the country,Dutch origin,SGP,ChristenUnie
112003279310,64,Master,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation Western immigrant,PvdD,PVV
112003279383,55,Bachelor,Full-time employed,Female,South  of the country,Second generation Western immigrant,PVV,NA
112003279447,23,Bachelor,Full-time employed,Female,West of the country,Dutch origin,VVD,NA
112003280795,67,VMBO-T,Retired,Female,West of the country,Dutch origin,PVV,JA21
112003280940,22,VMBO-T,Student or full-time education,Male,East  of the country,Dutch origin,VVD,VVD
112003282079,23,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,CDA,CDA
112003283452,47,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,South  of the country,Dutch origin,Not,NA
112003283634,42,Bachelor,Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,D66
112003284380,36,VMBO-T,Part-time employed,Female,West of the country,Dutch origin,Other,NA
112003284926,21,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,D66,Other
112003285045,35,MBO 2-4,Unemployed and searching for a job,Female,West of the country,Dutch origin,PVV,PVV
